ICD9:001	001
ICD9:011.9	011.9
ICD9:011.90	011.90
ICD9:011.91	011.91
ICD9:011.92	011.92
ICD9:011.93	011.93
ICD9:011.94	011.94
ICD9:011.95	011.95
ICD9:011.96	011.96
ICD9:012	012
ICD9:012.0	012.0
ICD9:012.00	012.00
ICD9:012.01	012.01
ICD9:012.02	012.02
ICD9:012.03	012.03
ICD9:012.04	012.04
ICD9:012.05	012.05
ICD9:012.06	012.06
ICD9:012.1	012.1
ICD9:012.10	012.10
ICD9:012.11	012.11
ICD9:012.12	012.12
ICD9:012.13	012.13
ICD9:012.14	012.14
ICD9:012.15	012.15
ICD9:012.16	012.16
ICD9:012.2	012.2
ICD9:012.20	012.20
ICD9:012.21	012.21
ICD9:012.22	012.22
ICD9:012.23	012.23
ICD9:012.24	012.24
ICD9:012.25	012.25
ICD9:012.26	012.26
ICD9:012.3	012.3
ICD9:012.30	012.30
ICD9:012.31	012.31
ICD9:012.32	012.32
ICD9:012.33	012.33
ICD9:012.34	012.34
ICD9:012.35	012.35
ICD9:012.36	012.36
ICD9:012.8	012.8
ICD9:012.80	012.80
ICD9:012.81	012.81
ICD9:012.82	012.82
ICD9:012.83	012.83
ICD9:012.84	012.84
ICD9:012.85	012.85
ICD9:012.86	012.86
ICD9:013	013
ICD9:013.0	013.0
ICD9:013.00	013.00
ICD9:013.01	013.01
ICD9:013.02	013.02
ICD9:013.03	013.03
ICD9:013.04	013.04
ICD9:013.05	013.05
ICD9:013.06	013.06
ICD9:013.1	013.1
ICD9:013.10	013.10
ICD9:013.11	013.11
ICD9:013.12	013.12
ICD9:013.13	013.13
ICD9:013.14	013.14
ICD9:013.15	013.15
ICD9:013.16	013.16
ICD9:013.2	013.2
ICD9:013.20	013.20
ICD9:013.21	013.21
ICD9:013.22	013.22
ICD9:013.23	013.23
ICD9:013.24	013.24
ICD9:013.25	013.25
ICD9:013.26	013.26
ICD9:013.3	013.3
ICD9:013.30	013.30
ICD9:013.31	013.31
ICD9:013.32	013.32
ICD9:013.33	013.33
ICD9:013.34	013.34
ICD9:013.35	013.35
ICD9:013.36	013.36
ICD9:013.4	013.4
ICD9:013.40	013.40
ICD9:013.41	013.41
ICD9:013.42	013.42
ICD9:013.43	013.43
ICD9:013.44	013.44
ICD9:013.45	013.45
ICD9:013.46	013.46
ICD9:013.5	013.5
ICD9:013.50	013.50
ICD9:013.51	013.51
ICD9:013.52	013.52
ICD9:013.53	013.53
ICD9:013.54	013.54
ICD9:013.55	013.55
ICD9:013.56	013.56
ICD9:013.6	013.6
ICD9:013.60	013.60
ICD9:013.61	013.61
ICD9:013.62	013.62
ICD9:013.63	013.63
ICD9:013.64	013.64
ICD9:013.65	013.65
ICD9:013.66	013.66
ICD9:013.8	013.8
ICD9:013.80	013.80
ICD9:013.81	013.81
ICD9:013.82	013.82
ICD9:013.83	013.83
ICD9:013.84	013.84
ICD9:013.85	013.85
ICD9:013.86	013.86
ICD9:013.9	013.9
ICD9:013.90	013.90
ICD9:013.91	013.91
ICD9:013.92	013.92
ICD9:013.93	013.93
ICD9:013.94	013.94
ICD9:013.95	013.95
ICD9:013.96	013.96
ICD9:014	014
ICD9:014.0	014.0
ICD9:014.00	014.00
ICD9:014.01	014.01
ICD9:014.02	014.02
ICD9:014.03	014.03
ICD9:014.04	014.04
ICD9:014.05	014.05
ICD9:014.06	014.06
ICD9:014.8	014.8
ICD9:014.80	014.80
ICD9:014.81	014.81
ICD9:014.82	014.82
ICD9:014.83	014.83
ICD9:014.84	014.84
ICD9:014.85	014.85
ICD9:014.86	014.86
ICD9:015	015
ICD9:015.0	015.0
ICD9:015.00	015.00
ICD9:015.01	015.01
ICD9:015.02	015.02
ICD9:015.03	015.03
ICD9:015.04	015.04
ICD9:015.05	015.05
ICD9:015.06	015.06
ICD9:015.1	015.1
ICD9:015.10	015.10
ICD9:015.11	015.11
ICD9:015.12	015.12
ICD9:015.13	015.13
ICD9:015.14	015.14
ICD9:015.15	015.15
ICD9:015.16	015.16
ICD9:015.2	015.2
ICD9:015.20	015.20
ICD9:015.21	015.21
ICD9:015.22	015.22
ICD9:015.23	015.23
ICD9:015.24	015.24
ICD9:015.25	015.25
ICD9:015.26	015.26
ICD9:015.5	015.5
ICD9:015.50	015.50
ICD9:015.51	015.51
ICD9:015.52	015.52
ICD9:015.53	015.53
ICD9:015.54	015.54
ICD9:015.55	015.55
ICD9:015.56	015.56
ICD9:015.6	015.6
ICD9:015.60	015.60
ICD9:015.61	015.61
ICD9:015.62	015.62
ICD9:015.63	015.63
ICD9:015.64	015.64
ICD9:015.65	015.65
ICD9:015.66	015.66
ICD9:015.7	015.7
ICD9:015.70	015.70
ICD9:015.71	015.71
ICD9:015.72	015.72
ICD9:015.73	015.73
ICD9:015.74	015.74
ICD9:015.75	015.75
ICD9:015.76	015.76
ICD9:015.8	015.8
ICD9:015.80	015.80
ICD9:015.81	015.81
ICD9:015.82	015.82
ICD9:015.83	015.83
ICD9:015.84	015.84
ICD9:015.85	015.85
ICD9:015.86	015.86
ICD9:015.9	015.9
ICD9:015.90	015.90
ICD9:015.91	015.91
ICD9:015.92	015.92
ICD9:015.93	015.93
ICD9:015.94	015.94
ICD9:015.95	015.95
ICD9:015.96	015.96
ICD9:016	016
ICD9:016.0	016.0
ICD9:016.00	016.00
ICD9:016.01	016.01
ICD9:016.02	016.02
ICD9:016.03	016.03
ICD9:016.04	016.04
ICD9:016.05	016.05
ICD9:016.06	016.06
ICD9:016.1	016.1
ICD9:016.10	016.10
ICD9:016.11	016.11
ICD9:016.12	016.12
ICD9:016.13	016.13
ICD9:016.14	016.14
ICD9:016.15	016.15
ICD9:016.16	016.16
ICD9:016.2	016.2
ICD9:016.20	016.20
ICD9:016.21	016.21
ICD9:016.22	016.22
ICD9:016.23	016.23
ICD9:016.24	016.24
ICD9:016.25	016.25
ICD9:016.26	016.26
ICD9:016.3	016.3
ICD9:016.30	016.30
ICD9:016.31	016.31
ICD9:016.32	016.32
ICD9:016.33	016.33
ICD9:016.34	016.34
ICD9:016.35	016.35
ICD9:016.36	016.36
ICD9:016.4	016.4
ICD9:016.40	016.40
ICD9:016.41	016.41
ICD9:016.42	016.42
ICD9:016.43	016.43
ICD9:016.44	016.44
ICD9:016.45	016.45
ICD9:016.46	016.46
ICD9:016.5	016.5
ICD9:016.50	016.50
ICD9:016.51	016.51
ICD9:016.52	016.52
ICD9:016.53	016.53
ICD9:016.54	016.54
ICD9:016.55	016.55
ICD9:016.56	016.56
ICD9:016.6	016.6
ICD9:016.60	016.60
ICD9:016.61	016.61
ICD9:016.62	016.62
ICD9:016.63	016.63
ICD9:016.64	016.64
ICD9:016.65	016.65
ICD9:016.66	016.66
ICD9:016.7	016.7
ICD9:016.70	016.70
ICD9:016.71	016.71
ICD9:016.72	016.72
ICD9:016.73	016.73
ICD9:016.74	016.74
ICD9:016.75	016.75
ICD9:016.76	016.76
ICD9:016.9	016.9
ICD9:016.90	016.90
ICD9:016.91	016.91
ICD9:016.92	016.92
ICD9:016.93	016.93
ICD9:016.94	016.94
ICD9:016.95	016.95
ICD9:016.96	016.96
ICD9:017	017
ICD9:017.0	017.0
ICD9:017.00	017.00
ICD9:017.01	017.01
ICD9:017.02	017.02
ICD9:017.03	017.03
ICD9:017.04	017.04
ICD9:017.05	017.05
ICD9:017.06	017.06
ICD9:017.1	017.1
ICD9:017.10	017.10
ICD9:017.11	017.11
ICD9:017.12	017.12
ICD9:017.13	017.13
ICD9:017.14	017.14
ICD9:017.15	017.15
ICD9:017.16	017.16
ICD9:017.2	017.2
ICD9:017.20	017.20
ICD9:017.21	017.21
ICD9:017.22	017.22
ICD9:017.23	017.23
ICD9:017.24	017.24
ICD9:017.25	017.25
ICD9:017.26	017.26
ICD9:017.3	017.3
ICD9:017.30	017.30
ICD9:017.31	017.31
ICD9:017.32	017.32
ICD9:017.33	017.33
ICD9:017.34	017.34
ICD9:017.35	017.35
ICD9:017.36	017.36
ICD9:017.4	017.4
ICD9:017.40	017.40
ICD9:017.41	017.41
ICD9:017.42	017.42
ICD9:017.43	017.43
ICD9:017.44	017.44
ICD9:017.45	017.45
ICD9:017.46	017.46
ICD9:017.5	017.5
ICD9:017.50	017.50
ICD9:017.51	017.51
ICD9:017.52	017.52
ICD9:017.53	017.53
ICD9:017.54	017.54
ICD9:017.55	017.55
ICD9:017.56	017.56
ICD9:017.6	017.6
ICD9:017.60	017.60
ICD9:017.61	017.61
ICD9:017.62	017.62
ICD9:017.63	017.63
ICD9:017.64	017.64
ICD9:017.65	017.65
ICD9:017.66	017.66
ICD9:017.7	017.7
ICD9:017.70	017.70
ICD9:017.71	017.71
ICD9:017.72	017.72
ICD9:017.73	017.73
ICD9:017.74	017.74
ICD9:017.75	017.75
ICD9:017.76	017.76
ICD9:017.8	017.8
ICD9:017.80	017.80
ICD9:017.81	017.81
ICD9:017.82	017.82
ICD9:017.83	017.83
ICD9:017.84	017.84
ICD9:017.85	017.85
ICD9:017.86	017.86
ICD9:017.9	017.9
ICD9:017.90	017.90
ICD9:017.91	017.91
ICD9:017.92	017.92
ICD9:017.93	017.93
ICD9:017.94	017.94
ICD9:017.95	017.95
ICD9:017.96	017.96
ICD9:018	018
ICD9:018.0	018.0
ICD9:018.00	018.00
ICD9:018.01	018.01
ICD9:018.02	018.02
ICD9:018.03	018.03
ICD9:018.04	018.04
ICD9:018.05	018.05
ICD9:018.06	018.06
ICD9:018.8	018.8
ICD9:018.80	018.80
ICD9:018.81	018.81
ICD9:018.82	018.82
ICD9:018.83	018.83
ICD9:018.84	018.84
ICD9:018.85	018.85
ICD9:018.86	018.86
ICD9:018.9	018.9
ICD9:018.90	018.90
ICD9:018.91	018.91
ICD9:018.92	018.92
ICD9:018.93	018.93
ICD9:018.94	018.94
ICD9:018.95	018.95
ICD9:018.96	018.96
ICD9:020	020
ICD9:020.0	020.0
ICD9:020.1	020.1
ICD9:020.2	020.2
ICD9:020.3	020.3
ICD9:020.4	020.4
ICD9:020.5	020.5
ICD9:020.8	020.8
ICD9:020.9	020.9
ICD9:021	021
ICD9:021.0	021.0
ICD9:021.1	021.1
ICD9:021.2	021.2
ICD9:021.3	021.3
ICD9:021.8	021.8
ICD9:021.9	021.9
ICD9:022	022
ICD9:022.0	022.0
ICD9:022.1	022.1
ICD9:022.2	022.2
ICD9:022.3	022.3
ICD9:022.8	022.8
ICD9:022.9	022.9
ICD9:023	023
ICD9:023.0	023.0
ICD9:023.1	023.1
ICD9:023.2	023.2
ICD9:023.3	023.3
ICD9:023.8	023.8
ICD9:023.9	023.9
ICD9:024	024
ICD9:025	025
ICD9:026	026
ICD9:026.0	026.0
ICD9:026.1	026.1
ICD9:026.9	026.9
ICD9:027	027
ICD9:027.0	027.0
ICD9:027.1	027.1
ICD9:027.2	027.2
ICD9:027.8	027.8
ICD9:027.9	027.9
ICD9:030	030
ICD9:030.0	030.0
ICD9:030.1	030.1
ICD9:030.2	030.2
ICD9:030.3	030.3
ICD9:030.8	030.8
ICD9:030.9	030.9
ICD9:031	031
ICD9:031.0	031.0
ICD9:031.1	031.1
ICD9:031.2	031.2
ICD9:031.8	031.8
ICD9:031.9	031.9
ICD9:032	032
ICD9:032.0	032.0
ICD9:032.1	032.1
ICD9:032.2	032.2
ICD9:032.3	032.3
ICD9:032.8	032.8
ICD9:032.81	032.81
ICD9:032.82	032.82
ICD9:032.83	032.83
ICD9:032.84	032.84
ICD9:032.85	032.85
ICD9:032.89	032.89
ICD9:032.9	032.9
ICD9:033	033
ICD9:033.0	033.0
ICD9:033.1	033.1
ICD9:033.8	033.8
ICD9:033.9	033.9
ICD9:034	034
ICD9:034.0	034.0
ICD9:034.1	034.1
ICD9:035	035
ICD9:036	036
ICD9:036.0	036.0
ICD9:036.1	036.1
ICD9:036.2	036.2
ICD9:036.3	036.3
ICD9:036.4	036.4
ICD9:036.40	036.40
ICD9:036.41	036.41
ICD9:036.42	036.42
ICD9:036.43	036.43
ICD9:036.8	036.8
ICD9:036.81	036.81
ICD9:036.82	036.82
ICD9:036.89	036.89
ICD9:036.9	036.9
ICD9:037	037
ICD9:038	038
ICD9:038.0	038.0
ICD9:038.1	038.1
ICD9:038.10	038.10
ICD9:038.11	038.11
ICD9:038.12	038.12
ICD9:038.19	038.19
ICD9:038.2	038.2
ICD9:038.3	038.3
ICD9:038.4	038.4
ICD9:038.40	038.40
ICD9:038.41	038.41
ICD9:038.42	038.42
ICD9:038.43	038.43
ICD9:038.44	038.44
ICD9:038.49	038.49
ICD9:038.8	038.8
ICD9:038.9	038.9
ICD9:039	039
ICD9:039.0	039.0
ICD9:039.1	039.1
ICD9:039.2	039.2
ICD9:039.3	039.3
ICD9:039.4	039.4
ICD9:039.8	039.8
ICD9:039.9	039.9
ICD9:040	040
ICD9:040.0	040.0
ICD9:040.1	040.1
ICD9:040.2	040.2
ICD9:040.3	040.3
ICD9:040.4	040.4
ICD9:040.41	040.41
ICD9:040.42	040.42
ICD9:040.8	040.8
ICD9:040.81	040.81
ICD9:040.82	040.82
ICD9:040.89	040.89
ICD9:041	041
ICD9:041.0	041.0
ICD9:041.00	041.00
ICD9:041.01	041.01
ICD9:041.02	041.02
ICD9:041.03	041.03
ICD9:041.04	041.04
ICD9:041.05	041.05
ICD9:041.09	041.09
ICD9:041.1	041.1
ICD9:041.10	041.10
ICD9:041.11	041.11
ICD9:041.12	041.12
ICD9:041.19	041.19
ICD9:041.2	041.2
ICD9:041.3	041.3
ICD9:041.4	041.4
ICD9:041.41	041.41
ICD9:041.42	041.42
ICD9:041.43	041.43
ICD9:041.49	041.49
ICD9:041.5	041.5
ICD9:041.6	041.6
ICD9:041.7	041.7
ICD9:041.8	041.8
ICD9:041.81	041.81
ICD9:041.82	041.82
ICD9:041.83	041.83
ICD9:041.84	041.84
ICD9:041.85	041.85
ICD9:041.86	041.86
ICD9:041.89	041.89
ICD9:041.9	041.9
ICD9:042	042
ICD9:042.0	042.0
ICD9:042.1	042.1
ICD9:042.2	042.2
ICD9:042.9	042.9
ICD9:043	043
ICD9:043.0	043.0
ICD9:043.1	043.1
ICD9:043.2	043.2
ICD9:043.3	043.3
ICD9:043.9	043.9
ICD9:044	044
ICD9:044.0	044.0
ICD9:044.9	044.9
ICD9:045	045
ICD9:045.0	045.0
ICD9:045.00	045.00
ICD9:045.01	045.01
ICD9:045.02	045.02
ICD9:045.03	045.03
ICD9:045.1	045.1
ICD9:045.10	045.10
ICD9:045.11	045.11
ICD9:045.12	045.12
ICD9:045.13	045.13
ICD9:045.2	045.2
ICD9:045.20	045.20
ICD9:045.21	045.21
ICD9:045.22	045.22
ICD9:045.23	045.23
ICD9:045.9	045.9
ICD9:045.90	045.90
ICD9:045.91	045.91
ICD9:045.92	045.92
ICD9:045.93	045.93
ICD9:046	046
ICD9:046.0	046.0
ICD9:046.1	046.1
ICD9:046.11	046.11
ICD9:046.19	046.19
ICD9:046.2	046.2
ICD9:046.3	046.3
ICD9:046.7	046.7
ICD9:046.71	046.71
ICD9:046.72	046.72
ICD9:046.79	046.79
ICD9:046.8	046.8
ICD9:046.9	046.9
ICD9:047	047
ICD9:047.0	047.0
ICD9:047.1	047.1
ICD9:047.8	047.8
ICD9:047.9	047.9
ICD9:048	048
ICD9:049	049
ICD9:049.0	049.0
ICD9:049.1	049.1
ICD9:049.8	049.8
ICD9:049.9	049.9
ICD9:050	050
ICD9:050.0	050.0
ICD9:050.1	050.1
ICD9:050.2	050.2
ICD9:050.9	050.9
ICD9:051	051
ICD9:051.0	051.0
ICD9:051.01	051.01
ICD9:051.02	051.02
ICD9:051.1	051.1
ICD9:051.2	051.2
ICD9:051.9	051.9
ICD9:052	052
ICD9:052.0	052.0
ICD9:052.1	052.1
ICD9:052.2	052.2
ICD9:052.7	052.7
ICD9:052.8	052.8
ICD9:052.9	052.9
ICD9:053	053
ICD9:053.0	053.0
ICD9:053.1	053.1
ICD9:053.10	053.10
ICD9:053.11	053.11
ICD9:053.12	053.12
ICD9:053.13	053.13
ICD9:053.14	053.14
ICD9:053.19	053.19
ICD9:053.2	053.2
ICD9:053.20	053.20
ICD9:053.21	053.21
ICD9:053.22	053.22
ICD9:053.29	053.29
ICD9:053.7	053.7
ICD9:053.71	053.71
ICD9:053.79	053.79
ICD9:053.8	053.8
ICD9:053.9	053.9
ICD9:054	054
ICD9:054.0	054.0
ICD9:054.1	054.1
ICD9:054.10	054.10
ICD9:054.11	054.11
ICD9:054.12	054.12
ICD9:054.13	054.13
ICD9:054.19	054.19
ICD9:054.2	054.2
ICD9:054.3	054.3
ICD9:054.4	054.4
ICD9:054.40	054.40
ICD9:054.41	054.41
ICD9:054.42	054.42
ICD9:054.43	054.43
ICD9:054.44	054.44
ICD9:054.49	054.49
ICD9:054.5	054.5
ICD9:054.6	054.6
ICD9:054.7	054.7
ICD9:054.71	054.71
ICD9:054.72	054.72
ICD9:054.73	054.73
ICD9:054.74	054.74
ICD9:054.79	054.79
ICD9:054.8	054.8
ICD9:054.9	054.9
ICD9:055	055
ICD9:055.0	055.0
ICD9:055.1	055.1
ICD9:055.2	055.2
ICD9:055.7	055.7
ICD9:055.71	055.71
ICD9:055.79	055.79
ICD9:055.8	055.8
ICD9:055.9	055.9
ICD9:056	056
ICD9:056.0	056.0
ICD9:056.00	056.00
ICD9:056.01	056.01
ICD9:056.09	056.09
ICD9:056.7	056.7
ICD9:056.71	056.71
ICD9:056.79	056.79
ICD9:056.8	056.8
ICD9:056.9	056.9
ICD9:057	057
ICD9:057.0	057.0
ICD9:057.8	057.8
ICD9:057.9	057.9
ICD9:058	058
ICD9:058.1	058.1
ICD9:058.10	058.10
ICD9:058.11	058.11
ICD9:058.12	058.12
ICD9:058.2	058.2
ICD9:058.21	058.21
ICD9:058.29	058.29
ICD9:058.8	058.8
ICD9:058.81	058.81
ICD9:058.82	058.82
ICD9:058.89	058.89
ICD9:059	059
ICD9:059.0	059.0
ICD9:059.00	059.00
ICD9:059.01	059.01
ICD9:059.09	059.09
ICD9:059.1	059.1
ICD9:059.10	059.10
ICD9:059.11	059.11
ICD9:059.12	059.12
ICD9:059.19	059.19
ICD9:059.2	059.2
ICD9:059.20	059.20
ICD9:059.21	059.21
ICD9:059.22	059.22
ICD9:059.8	059.8
ICD9:059.9	059.9
ICD9:060	060
ICD9:060.0	060.0
ICD9:060.1	060.1
ICD9:060.9	060.9
ICD9:061	061
ICD9:062	062
ICD9:062.0	062.0
ICD9:062.1	062.1
ICD9:062.2	062.2
ICD9:062.3	062.3
ICD9:062.4	062.4
ICD9:062.5	062.5
ICD9:062.8	062.8
ICD9:062.9	062.9
ICD9:063	063
ICD9:063.0	063.0
ICD9:063.1	063.1
ICD9:063.2	063.2
ICD9:063.8	063.8
ICD9:063.9	063.9
ICD9:064	064
ICD9:065	065
ICD9:065.0	065.0
ICD9:065.1	065.1
ICD9:065.2	065.2
ICD9:065.3	065.3
ICD9:065.4	065.4
ICD9:065.8	065.8
ICD9:065.9	065.9
ICD9:066	066
ICD9:066.0	066.0
ICD9:066.1	066.1
ICD9:066.2	066.2
ICD9:066.3	066.3
ICD9:066.4	066.4
ICD9:066.40	066.40
ICD9:066.41	066.41
ICD9:066.42	066.42
ICD9:066.49	066.49
ICD9:066.8	066.8
ICD9:066.9	066.9
ICD9:070	070
ICD9:070.0	070.0
ICD9:070.1	070.1
ICD9:070.2	070.2
ICD9:070.20	070.20
ICD9:070.21	070.21
ICD9:070.22	070.22
ICD9:070.23	070.23
ICD9:070.3	070.3
ICD9:070.30	070.30
ICD9:070.31	070.31
ICD9:070.32	070.32
ICD9:070.33	070.33
ICD9:070.4	070.4
ICD9:070.41	070.41
ICD9:070.42	070.42
ICD9:070.43	070.43
ICD9:070.44	070.44
ICD9:070.49	070.49
ICD9:070.5	070.5
ICD9:070.51	070.51
ICD9:070.52	070.52
ICD9:070.53	070.53
ICD9:070.54	070.54
ICD9:070.59	070.59
ICD9:070.6	070.6
ICD9:070.7	070.7
ICD9:070.70	070.70
ICD9:070.71	070.71
ICD9:070.9	070.9
ICD9:071	071
ICD9:072	072
ICD9:072.0	072.0
ICD9:072.1	072.1
ICD9:072.2	072.2
ICD9:072.3	072.3
ICD9:072.7	072.7
ICD9:072.71	072.71
ICD9:072.72	072.72
ICD9:072.79	072.79
ICD9:072.8	072.8
ICD9:072.9	072.9
ICD9:073	073
ICD9:073.0	073.0
ICD9:073.7	073.7
ICD9:073.8	073.8
ICD9:073.9	073.9
ICD9:074	074
ICD9:074.0	074.0
ICD9:074.1	074.1
ICD9:074.2	074.2
ICD9:074.20	074.20
ICD9:074.21	074.21
ICD9:074.22	074.22
ICD9:074.23	074.23
ICD9:074.3	074.3
ICD9:074.8	074.8
ICD9:075	075
ICD9:076	076
ICD9:076.0	076.0
ICD9:076.1	076.1
ICD9:076.9	076.9
ICD9:077	077
ICD9:077.0	077.0
ICD9:077.1	077.1
ICD9:077.2	077.2
ICD9:077.3	077.3
ICD9:077.4	077.4
ICD9:077.8	077.8
ICD9:077.9	077.9
ICD9:077.98	077.98
ICD9:077.99	077.99
ICD9:078	078
ICD9:078.0	078.0
ICD9:078.1	078.1
ICD9:078.10	078.10
ICD9:078.11	078.11
ICD9:078.12	078.12
ICD9:078.19	078.19
ICD9:078.2	078.2
ICD9:078.3	078.3
ICD9:078.4	078.4
ICD9:078.5	078.5
ICD9:078.6	078.6
ICD9:078.7	078.7
ICD9:078.8	078.8
ICD9:078.81	078.81
ICD9:078.82	078.82
ICD9:078.88	078.88
ICD9:078.89	078.89
ICD9:079	079
ICD9:079.0	079.0
ICD9:079.1	079.1
ICD9:079.2	079.2
ICD9:079.3	079.3
ICD9:079.4	079.4
ICD9:079.5	079.5
ICD9:079.50	079.50
ICD9:079.51	079.51
ICD9:079.52	079.52
ICD9:079.53	079.53
ICD9:079.59	079.59
ICD9:079.6	079.6
ICD9:079.8	079.8
ICD9:079.81	079.81
ICD9:079.82	079.82
ICD9:079.83	079.83
ICD9:079.88	079.88
ICD9:079.89	079.89
ICD9:079.9	079.9
ICD9:079.98	079.98
ICD9:079.99	079.99
ICD9:080	080
ICD9:081	081
ICD9:081.0	081.0
ICD9:081.1	081.1
ICD9:081.2	081.2
ICD9:081.9	081.9
ICD9:082	082
ICD9:082.0	082.0
ICD9:082.1	082.1
ICD9:082.2	082.2
ICD9:082.3	082.3
ICD9:082.4	082.4
ICD9:082.40	082.40
ICD9:082.41	082.41
ICD9:082.49	082.49
ICD9:082.8	082.8
ICD9:082.9	082.9
ICD9:083	083
ICD9:083.0	083.0
ICD9:083.1	083.1
ICD9:083.2	083.2
ICD9:083.8	083.8
ICD9:083.9	083.9
ICD9:084	084
ICD9:084.0	084.0
